,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
163,BDCQ.SEA1BA,2013.03,5487.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
164,BDCQ.SEA1BA,2013.06,5506.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
165,BDCQ.SEA1BA,2013.09,5540.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
166,BDCQ.SEA1BA,2013.12,5492.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
167,BDCQ.SEA1BA,2014.03,6004.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
168,BDCQ.SEA1BA,2014.06,5886.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
169,BDCQ.SEA1BA,2014.09,5815.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
170,BDCQ.SEA1BA,2014.12,5592.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
171,BDCQ.SEA1BA,2015.03,5300.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
172,BDCQ.SEA1BA,2015.06,5422.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
173,BDCQ.SEA1BA,2015.09,5199.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
174,BDCQ.SEA1BA,2015.12,5060.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
175,BDCQ.SEA1BA,2016.03,5194.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
176,BDCQ.SEA1BA,2016.06,5080.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
177,BDCQ.SEA1BA,2016.09,5129.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
178,BDCQ.SEA1BA,2016.12,5157.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
179,BDCQ.SEA1BA,2017.03,5264.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
180,BDCQ.SEA1BA,2017.06,5164.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
181,BDCQ.SEA1BA,2017.09,5208.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
182,BDCQ.SEA1BA,2017.12,5381.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
183,BDCQ.SEA1BA,2018.03,5370.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
184,BDCQ.SEA1BA,2018.06,5385.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
185,BDCQ.SEA1BA,2018.09,5461.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
186,BDCQ.SEA1BA,2018.12,5434.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
187,BDCQ.SEA1BA,2019.03,5437.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
188,BDCQ.SEA1BA,2019.06,5068.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
189,BDCQ.SEA1BA,2019.09,5370.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
190,BDCQ.SEA1BA,2019.12,5165.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
191,BDCQ.SEA1BA,2020.03,5267.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
192,BDCQ.SEA1BA,2020.06,5245.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
193,BDCQ.SEA1BA,2020.09,5355.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
194,BDCQ.SEA1BA,2020.12,5295.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
195,BDCQ.SEA1BA,2021.03,5384.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
196,BDCQ.SEA1BA,2021.06,5353.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
197,BDCQ.SEA1BA,2021.09,5354.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
198,BDCQ.SEA1BA,2021.12,5410.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
199,BDCQ.SEA1BA,2022.03,5427.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
200,BDCQ.SEA1BA,2022.06,5548.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
201,BDCQ.SEA1BA,2022.09,5490.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
202,BDCQ.SEA1BA,2022.12,5653.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
203,BDCQ.SEA1BA,2023.03,5717.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
204,BDCQ.SEA1BA,2023.06,5874.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
205,BDCQ.SEA1BA,2023.09,5803.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
206,BDCQ.SEA1BA,2023.12,5791.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
207,BDCQ.SEA1BA,2024.03,5845.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Actual,,
208,BDCQ.SEA1BS,2011.06,5234.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
209,BDCQ.SEA1BS,2011.09,5268.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
210,BDCQ.SEA1BS,2011.12,5499.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
211,BDCQ.SEA1BS,2012.03,5811.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
212,BDCQ.SEA1BS,2012.06,5847.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
213,BDCQ.SEA1BS,2012.09,5922.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
214,BDCQ.SEA1BS,2012.12,5722.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
215,BDCQ.SEA1BS,2013.03,5487.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
216,BDCQ.SEA1BS,2013.06,5506.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
217,BDCQ.SEA1BS,2013.09,5540.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
218,BDCQ.SEA1BS,2013.12,5492.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
219,BDCQ.SEA1BS,2014.03,6004.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
220,BDCQ.SEA1BS,2014.06,5886.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
221,BDCQ.SEA1BS,2014.09,5815.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
222,BDCQ.SEA1BS,2014.12,5592.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
223,BDCQ.SEA1BS,2015.03,5300.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
224,BDCQ.SEA1BS,2015.06,5422.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
225,BDCQ.SEA1BS,2015.09,5199.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
226,BDCQ.SEA1BS,2015.12,5060.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
227,BDCQ.SEA1BS,2016.03,5194.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
228,BDCQ.SEA1BS,2016.06,5080.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
229,BDCQ.SEA1BS,2016.09,5129.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
230,BDCQ.SEA1BS,2016.12,5157.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
231,BDCQ.SEA1BS,2017.03,5264.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
232,BDCQ.SEA1BS,2017.06,5164.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
233,BDCQ.SEA1BS,2017.09,5208.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
234,BDCQ.SEA1BS,2017.12,5381.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
235,BDCQ.SEA1BS,2018.03,5370.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
236,BDCQ.SEA1BS,2018.06,5385.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
237,BDCQ.SEA1BS,2018.09,5461.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
238,BDCQ.SEA1BS,2018.12,5434.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
239,BDCQ.SEA1BS,2019.03,5437.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
240,BDCQ.SEA1BS,2019.06,5068.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
241,BDCQ.SEA1BS,2019.09,5370.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
242,BDCQ.SEA1BS,2019.12,5165.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
243,BDCQ.SEA1BS,2020.03,5267.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
244,BDCQ.SEA1BS,2020.06,5245.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
245,BDCQ.SEA1BS,2020.09,5355.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
246,BDCQ.SEA1BS,2020.12,5295.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
247,BDCQ.SEA1BS,2021.03,5384.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
248,BDCQ.SEA1BS,2021.06,5353.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
249,BDCQ.SEA1BS,2021.09,5354.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
250,BDCQ.SEA1BS,2021.12,5410.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
251,BDCQ.SEA1BS,2022.03,5427.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
252,BDCQ.SEA1BS,2022.06,5548.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
253,BDCQ.SEA1BS,2022.09,5490.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
254,BDCQ.SEA1BS,2022.12,5653.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
255,BDCQ.SEA1BS,2023.03,5717.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
256,BDCQ.SEA1BS,2023.06,5874.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
257,BDCQ.SEA1BS,2023.09,5803.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
258,BDCQ.SEA1BS,2023.12,5791.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
259,BDCQ.SEA1BS,2024.03,5845.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Seasonally adjusted,,
260,BDCQ.SEA1BT,2011.06,5198.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
261,BDCQ.SEA1BT,2011.09,5309.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
262,BDCQ.SEA1BT,2011.12,5517.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
263,BDCQ.SEA1BT,2012.03,5761.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
264,BDCQ.SEA1BT,2012.06,5893.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
265,BDCQ.SEA1BT,2012.09,5881.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
266,BDCQ.SEA1BT,2012.12,5718.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
267,BDCQ.SEA1BT,2013.03,5526.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
268,BDCQ.SEA1BT,2013.06,5494.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
269,BDCQ.SEA1BT,2013.09,5492.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
270,BDCQ.SEA1BT,2013.12,5637.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
271,BDCQ.SEA1BT,2014.03,5873.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
272,BDCQ.SEA1BT,2014.06,5949.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
273,BDCQ.SEA1BT,2014.09,5790.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
274,BDCQ.SEA1BT,2014.12,5580.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
275,BDCQ.SEA1BT,2015.03,5425.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
276,BDCQ.SEA1BT,2015.06,5352.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
277,BDCQ.SEA1BT,2015.09,5212.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
278,BDCQ.SEA1BT,2015.12,5112.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
279,BDCQ.SEA1BT,2016.03,5126.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
280,BDCQ.SEA1BT,2016.06,5124.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
281,BDCQ.SEA1BT,2016.09,5108.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
282,BDCQ.SEA1BT,2016.12,5185.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
283,BDCQ.SEA1BT,2017.03,5217.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
284,BDCQ.SEA1BT,2017.06,5191.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
285,BDCQ.SEA1BT,2017.09,5230.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
286,BDCQ.SEA1BT,2017.12,5343.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
287,BDCQ.SEA1BT,2018.03,5383.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
288,BDCQ.SEA1BT,2018.06,5400.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
289,BDCQ.SEA1BT,2018.09,5439.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
290,BDCQ.SEA1BT,2018.12,5461.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
